Datum,Verbrauch,Wind,Solar,Wind+Solar
2018-09-05,1412.1269999999995,78.24999999999999,167.415,245.66499999999996
2018-09-06,1433.299,116.15600000000002,140.727,256.88300000000004
2018-09-07,1411.5580000000002,218.437,102.41899999999998,320.856
2018-09-08,1223.6760000000002,275.99000000000007,172.191,448.18100000000004
2018-09-09,1113.337,155.09600000000003,161.91,317.00600000000003
2018-09-10,1421.2950000000003,180.28099999999995,136.239,316.52
2018-09-11,1490.893,434.882,161.735,596.617
2018-09-12,1467.2850000000005,213.168,153.09499999999994,366.2629999999999
2018-09-13,1443.0520000000001,61.178000000000004,88.60499999999999,149.783
2018-09-14,1419.7930000000001,146.249,107.784,254.03300000000002
2018-09-15,1205.8799999999999,233.767,131.635,365.402
2018-09-16,1116.609,178.313,169.80100000000002,348.11400000000003
2018-09-17,1414.3760000000002,128.74699999999999,169.022,297.769
2018-09-18,1518.9329999999998,357.1690000000001,170.26500000000001,527.4340000000001
2018-09-19,1517.3389999999997,342.514,153.554,496.068
2018-09-20,1513.5670000000002,329.212,154.88000000000002,484.092
2018-09-21,1551.112,734.1859999999999,93.474,827.66
2018-09-22,1290.2040000000004,541.041,111.12699999999998,652.168
2018-09-23,1172.011,382.639,50.43,433.069
2018-09-24,1484.9009999999998,598.4659999999999,131.063,729.5289999999999
2018-09-25,1444.9379999999999,188.18499999999997,160.266,348.45099999999996
2018-09-26,1512.462,492.55099999999993,147.656,640.2069999999999
2018-09-27,1473.86,314.30699999999996,156.948,471.255
2018-09-28,1464.7609999999997,358.93199999999996,121.812,480.74399999999997
2018-09-29,1227.4859999999999,207.02700000000002,159.67000000000002,366.697
2018-09-30,1139.431,195.83299999999994,161.754,357.58699999999993
2018-10-01,1454.403,342.987,76.55999999999999,419.547
2018-10-02,1499.228,704.393,55.053,759.446
2018-10-03,1242.853,591.734,86.254,677.988
2018-10-04,1413.741,218.13900000000004,111.888,330.02700000000004
2018-10-05,1397.0899999999997,221.463,155.982,377.445
2018-10-06,1205.9430000000002,183.95899999999997,125.38699999999999,309.34599999999995
2018-10-07,1133.063,211.96099999999996,92.469,304.42999999999995
